LANDSLIDE_,LOCATION,COUNTY,QUADRANGLE,CITY,SP-EASTING,SP-NORTHING,Longitude,Latitude,PROCESS,GEOLOGY,SOILCODE,SERIES,CAUSE,STATUS,LENGTH,WIDTH,SCARP,VOLUME,SLOPE,DATES,MITIGATION,COST,COMMENTS,NAME,
LN396,Skyline Blvd. (above Forest Heights),Multnomah,Linnton,Portland,7620881,694211,-122.76901,45.54845,Earthflow/Debris Flow,PHS,7C,Cascade Silt Loam,Human/Fill,fixed,50,50,,926,35,2/96,"rock fill, sabo dams. drains, new pavement",,water line broke under road,,
LN397,Germantown Rd.,Multnomah,Linnton,Portland,7617135,709003,-122.78525,45.58871,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,60,120,4,1067,40,2/96,"rock fill, new pavement, drainage",,undersized culvert,,
P512,Greeley St./Going St.,Multnomah,Portland,Portland,7641045,696291,-122.69054,45.55567,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Water,unfixed,50,150,4,1111,45,2/96,none,,runoff from patio above,,
BX1,Sellers Road just north of Linklater Road,Washingto,Buxton,,7533090,748437,-123.11837,45.68982,Earthflow,CRBG,29E,Laurelwood Silt Loam,Human/Fill,unfixed,100,100,,7407,40,2/96,,,"Poor drainage of fill cited as cause of failure, road closed",,
MC1,Bragga Road .5 miles off Meacham Road,Washingto,Meacham Cor,,7544603,751842,-123.07377,45.70016,Slump-Earthflow/Debri,CRBG,36D,Pervina Silty Clay Loam,Human/Fill,fixed,50,70,8,1037,65,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, no culvert",,
MC2,"Dairy Creek Road, next to 26090",Washingto,Meacham Cor,,7547922,753357,-123.06097,45.70461,Debris Flow,CRBG,18E,Goble Silt Loam,Natural,fixed,50,300,3,1667,20,2/96,Scooper/New Culvert/Patch Road,,"Washed out small road, inundated flood plain along creek, dimension estim",,
MC3,Greener Road,Washingto,Meacham Cor,,7547706,763748,-123.06311,45.73307,Slump-Earthflow,CRBG,34D,Olyic Silt Loam,Human/Fill,fixed,100,70,6,1556,40,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, undersized culvert",,
MC4,Greener Road .4 miles up,Washingto,Meacham Cor,,7548644,763820,-123.05945,45.73335,Earthflow,Fill,32C,Melby Silt Loam,Human/Fill,fixed,30,100,4,444,50,2/96,Rockfill,,Poor drainage of fill cited as cause of failure,,
HL1,Jackson Quarry Road 1 mile north of Helevetia Road,Washingto,Hillsboro,,7577919,720653,-122.93975,45.61750,Slump-Earthflow,CRBG,38F,Saum Silt Loam,Human/Cutslope,fixed,40,75,3,333,60,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
HL2,Jackson Quarry on Jackson Quarry Road,Washingto,Hillsboro,,7577046,720777,-122.94317,45.61777,Slump,Fill,19B,Helvetia Silt Loam,Human/Fill,unfixed,40,175,6,1556,35,2/96,,,"Major springs entering fill, road berm ponded water saturating slope belo",,
DM1,Collins Road .15 miles north of Northup Road,Washingto,Dixie Mount,,7564333,730873,-122.99405,45.64438,Earthflow,CRBG,11D,Cornelius And Kinton Silt Loams,Human/Cutslope,fixed,30,30,4,133,60,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
DM2,Dixie Mountain Road 1.1 miles north of Northrup Road,Washingto,Dixie Mount,,7568135,734113,-122.97958,45.65358,Earthflow,CRBG,11D,Cornelius And Kinton Silt Loams,Natural,unfixed,900,900,,,35,2/96,Heavy Monitoring,,"Very large natural slide on slopes of varying angle 0 to 80, rock quarry",,
BX2,Bacona Road 3.4 miles north of Highway 26 and .25 mile,Washingto,Buxton,,7517949,756283,-123.17861,45.70996,Earthflow,CRBG,36E,Pervina Silty Clay Loam,Human/Fill,fixed,40,100,6,889,45,2/96,Rockfill,,Poor drainage of fill cited as cause of failure,,
BX3,Nowakowski Road 1.3 miles west of Highway 47,Washingto,Buxton,,7512248,769056,-123.20259,45.74445,Earthflow,Fill,32D,Melby Silt Loam,Human/Fill,fixed,40,60,4,356,45,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, creek ponded up behind f",,
T1,Strassel Road 1.6 miles south of Highway 26,Washingto,Timber,,7499096,754851,-123.25218,45.70430,Earthflow,CRBG,35E,Olyic Silt Loam,Human/Fill,fixed,30,100,6,667,45,2/96,Rockfill,,Oversteepened cutslope cited as cause of failure,,
T2,"Strassel Road 1.7 miles south of Highway 26, above roa",Washingto,Timber,,7499096,753463,-123.25199,45.70049,Earthflow,CRBG,35E,Olyic Silt Loam,Human/Fill,unfixed,30,60,6,400,35,2/96,,,Poor drainage of fill cited as cause of failure,,
T3,"Strassel Road 1.7 miles south of Highway 26, below roa",Washingto,Timber,,7498562,753570,-123.25410,45.70074,Earthflow,CRBG,35E,Olyic Silt Loam,Human/Cutslope,fixed,80,60,6,1067,45,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
T4,Timber Road about 2 miles south of Timber,Washingto,Timber,,7489595,754424,-123.28929,45.70223,Earthflow,Qls,40,Udifluvents,Human/Cutslope,fixed,50,40,3,222,50,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
T5,Timber Road 1.1 miles north of Route 6,Washingto,Timber,,7489168,738198,-123.28877,45.65772,Earthflow,Fill,40,Udifluvents,Human/Fill,fixed,35,100,6,778,40,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, high creek levels",,
T6,Timber Road .7 miles north of Route 7,Washingto,Timber,,7490129,737557,-123.28492,45.65605,Earthflow,Fill,40,Udifluvents,Human/Fill,fixed,45,120,4,800,40,2/96,Rockfill/Repave 1/2 Road,,"Poor drainage of fill cited as cause of failure, high creek levels",,
GA1,Clapshaw Hill Road .5 miles east of Gales Creek Road,Washingto,Gales Creek,,7509237,714179,-123.20717,45.59376,Slump-Earthflow,CRBG,23F,Jory Silty Clay Loam,Natural,fixed,300,500,,,45,2/96,Regrade Road,,Reactivation of a large paleoslide,,
GA2,Soda Springs road about a mile up from town,Washingto,Gales Creek,,7504967,707240,-123.22293,45.57434,Slump-Earthflow,Qt,40,Udifluvents,Human/Cutslope,fixed,20,30,5,111,45,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
GA3,Old Wilson River Road .5 miles east of Thornburgh Road,Washingto,Gales Creek,,7501551,714819,-123.23727,45.59480,Earthflow,Fill,28C,Laurelwood Silt Loam,Human/Fill,fixed,20,60,4,178,45,2/96,Rockfill,,Poor drainage of fill cited as cause of failure,,
GA4,Below Clapshaw Hill Road about .75 miles east of Gales,Washingto,Gales Creek,,7509771,712471,-123.20486,45.58912,Earthflow,CRBG,38F,Saum Silt Loam,Natural,unfixed,400,100,,,35,2/96,,,Very large natural slide,,
GA5,David Hill Road 1.5 miles east of Gales Creek Road,Washingto,Gales Creek,,7521513,697953,-123.15716,45.55040,Earthflow,Tpb,31E,Melbourne Silt Loam,Human/Cutslope,fixed,180,60,,6000,40,2/96,Regrade Road,,"Oversteepened cutslope cited as cause of failure, small creek running dow",,
GA6,David Hill Road 1.75 miles east of Gales Creek Road,Washingto,Gales Creek,,7522581,697739,-123.15296,45.54991,Earthflow,Tpb,31D,Melbourne Silt Loam,Human/Cutslope,fixed,40,40,4,237,45,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
GA7,Carpenter Creek Road 1.5 miles up from Stringtown Road,Washingto,Gales Creek,,7517137,678951,-123.17178,45.49791,Debris Flow,Tt,38E,Saum Silt Loam,Natural,fixed,500,100,,,35,2/96,Regrade Road,,"Very large debris flow, probably larger than estimated here, creek presen",,
LW1,Gnos Road .5 miles up from Iowa Hill Road,Washingto,Laurelwood,,7546155,664553,-123.05689,45.46102,Earthflow,Fill,28D,Laurelwood Silt Loam,Human/Fill,fixed,70,50,6,778,45,2/96,Rockfill/Repave 50' of Road,,Poor drainage of fill cited as cause of failure,,
BX4,Hartwick Road .7 miles from Cedar Canyon Road,Washingto,Buxton,,7526907,726036,-123.13969,45.62786,Earthflow,Fill,22E,Huberly Silt Loam,Human/Fill,fixed,50,80,6,889,40,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, water ponded due to inad",,
GA8,Killin Road .5 miles north of Cedar Canyon Road,Washingto,Gales Creek,,7520430,725231,-123.16489,45.62507,Earthflow,CRBG,30,McBee Silty Clay Loam,Human/Cutslope,fixed,20,15,2,22,45,2/96,Scooper,,Oversteepened cutslope cited as cause of failure,,
MC5,2.4 miles up Murphy Road off Dairy Creek Road,Washingto,Meacham Cor,,7554964,743688,-123.03224,45.67871,Earthflow,CRBG,11D,Cornelius And Kinton Silt Loams,Human/Fill,fixed,40,40,4,237,45,2/96,Rockfill,,"Poor drainage of fill cited as cause of failure, no culvert",,
GA9,Strohmayer Road .2 miles east of Shearer Hill Tree Far,Washingto,Gales Creek,,7510812,719778,-123.20176,45.60925,Slump-Earthflow,CRBG,38F,Saum Silt Loam,Natural,fixed,100,250,,,60,2/96,Rockfill/Regrade Road,,"Reactivation of a large paleoslide, cutslope and road fill probably decre",,
